Generic Name	SMILES	Drug Bank ID	URL	Drug Groups	Score
Rivaroxaban	DB06228	[H][C@]1(CNC(=O)C2=CC=C(Cl)S2)CN(C(=O)O1)C1=CC=C(C=C1)N1CCOCC1=O	https://go.drugbank.com/drugs/DB06228	approved	-638.321
Nalmefene	DB06230	[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC3CC3)[C@]([H])(C4)[C@]1(O)CCC2=C	https://go.drugbank.com/drugs/DB06230	approved; investigational; withdrawn	-694.669
Avanafil	DB06237	COC1=C(Cl)C=C(CNC2=C(C=NC(=N2)N2CCC[C@H]2CO)C(=O)NCC2=NC=CC=N2)C=C1	https://go.drugbank.com/drugs/DB06237	approved	-441.985
Eflornithine	DB06243	NCCCC(N)(C(F)F)C(O)=O	https://go.drugbank.com/drugs/DB06243	approved; withdrawn	-619.798
Arzoxifene	DB06249	COC1=CC=C(C=C1)C1=C(OC2=CC=C(OCCN3CCCCC3)C=C2)C2=C(S1)C=C(O)C=C2	https://go.drugbank.com/drugs/DB06249	approved; investigational	-535.485
Hexaminolevulinate	DB06261	[H]N([H])CC(=O)CCC(=O)OCCCCCC	https://go.drugbank.com/drugs/DB06261	approved	-632.594
Droxidopa	DB06262	N[C@@H]([C@H](O)C1=CC(O)=C(O)C=C1)C(O)=O	https://go.drugbank.com/drugs/DB06262	approved; investigational	-650.137
Udenafil	DB06267	CCCOC1=C(C=C(C=C1)S(=O)(=O)NCCC1CCCN1C)C1=NC(=O)C2=C(N1)C(CCC)=NN2C	https://go.drugbank.com/drugs/DB06267	approved; investigational	-632.819
Sitaxentan	DB06268	CC1=NOC(NS(=O)(=O)C2=C(SC=C2)C(=O)CC2=CC3=C(OCO3)C=C2C)=C1Cl	https://go.drugbank.com/drugs/DB06268	approved; investigational; withdrawn	-560.946
Alvimopan	DB06274	C[C@H]1CN(C[C@H](CC2=CC=CC=C2)C(=O)NCC(O)=O)CC[C@@]1(C)C1=CC(O)=CC=C1	https://go.drugbank.com/drugs/DB06274	approved; investigational	-414.781
Levocetirizine	DB06282	OC(=O)COCCN1CCN(CC1)[C@H](C1=CC=CC=C1)C1=CC=C(Cl)C=C1	https://go.drugbank.com/drugs/DB06282	approved	-608.869
Amisulpride	DB06288	CCN1CCCC1CNC(=O)C1=CC(=C(N)C=C1OC)S(=O)(=O)CC	https://go.drugbank.com/drugs/DB06288	approved; investigational	-629.416
Dapagliflozin	DB06292	CCOC1=CC=C(CC2=C(Cl)C=CC(=C2)[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C1	https://go.drugbank.com/drugs/DB06292	approved	-632.1
Saxagliptin	DB06335	[H][C@@]12C[C@]1([H])N([C@@H](C2)C#N)C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2	https://go.drugbank.com/drugs/DB06335	approved	-625.578
Bazedoxifene	DB06401	CC1=C(N(CC2=CC=C(OCCN3CCCCCC3)C=C2)C2=C1C=C(O)C=C2)C1=CC=C(O)C=C1	https://go.drugbank.com/drugs/DB06401	approved; investigational	-506.706
Ambrisentan	DB06403	COC([C@H](OC1=NC(C)=CC(C)=N1)C(O)=O)(C1=CC=CC=C1)C1=CC=CC=C1	https://go.drugbank.com/drugs/DB06403	approved; investigational	-442.104
Doxercalciferol	DB06410	[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C)[C@H](C)\C=C\[C@H](C)C(C)C	https://go.drugbank.com/drugs/DB06410	approved	-637.243
Oxymetholone	DB06412	[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)\C(C[C@]12C)=C/O	https://go.drugbank.com/drugs/DB06412	approved; illicit	-621.404
Armodafinil	DB06413	NC(=O)C[S@@](=O)C(C1=CC=CC=C1)C1=CC=CC=C1	https://go.drugbank.com/drugs/DB06413	approved; investigational	-607.368
Etravirine	DB06414	CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N	https://go.drugbank.com/drugs/DB06414	approved	-633.779
Lonafarnib	DB06448	NC(=O)N1CCC(CC(=O)N2CCC(CC2)[C@H]2C3=C(CCC4=C2C(Br)=CC(Cl)=C4)C=C(Br)C=N3)CC1	https://go.drugbank.com/drugs/DB06448	approved; investigational	-656.254
Prucalopride	DB06480	COCCCN1CCC(CC1)NC(=O)C1=C2OCCC2=C(N)C(Cl)=C1	https://go.drugbank.com/drugs/DB06480	approved	-624.462
Pazopanib	DB06589	CN(C1=CC2=NN(C)C(C)=C2C=C1)C1=CC=NC(NC2=CC=C(C)C(=C2)S(N)(=O)=O)=N1	https://go.drugbank.com/drugs/DB06589	approved	-590.197
Ceftaroline fosamil	DB06590	[H][C@]12SCC(SC3=NC(=CS3)C3=CC=[N+](C)C=C3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OCC)\C1=NSC(NP(O)(O)=O)=N1)C([O-])=O	https://go.drugbank.com/drugs/DB06590	approved; investigational	-630.684
Agomelatine	DB06594	COC1=CC2=C(C=CC=C2CCNC(C)=O)C=C1	https://go.drugbank.com/drugs/DB06594	approved; investigational	-630.769
Midostaurin	DB06595	CO[C@@H]1[C@@H](C[C@H]2O[C@]1(C)N1C3=C(C=CC=C3)C3=C1C1=C(C4=C(C=CC=C4)N21)C1=C3CNC1=O)N(C)C(=O)C1=CC=CC=C1	https://go.drugbank.com/drugs/DB06595	approved; investigational	-608.841
Panobinostat	DB06603	CC1=C(CCNCC2=CC=C(\C=C\C(=O)NO)C=C2)C2=CC=CC=C2N1	https://go.drugbank.com/drugs/DB06603	approved; investigational	-631.78
Apixaban	DB06605	COC1=CC=C(C=C1)N1N=C(C(N)=O)C2=C1C(=O)N(CC2)C1=CC=C(C=C1)N1CCCCC1=O	https://go.drugbank.com/drugs/DB06605	approved	-628.006
Tafenoquine	DB06608	COC1=CC(C)=C2C(OC3=CC=CC(=C3)C(F)(F)F)=C(OC)C=C(NC(C)CCCN)C2=N1	https://go.drugbank.com/drugs/DB06608	approved; investigational	-575.134
Peramivir	DB06614	[H][C@@]1([C@@H](NC(C)=O)C(CC)CC)[C@H](O)[C@H](C[C@H]1NC(N)=N)C(O)=O	https://go.drugbank.com/drugs/DB06614	approved; investigational	-707.561
Bosutinib	DB06616	COC1=CC(NC2=C(C=NC3=CC(OCCCN4CCN(C)CC4)=C(OC)C=C23)C#N)=C(Cl)C=C1Cl	https://go.drugbank.com/drugs/DB06616	approved	-638.873
Axitinib	DB06626	CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1	https://go.drugbank.com/drugs/DB06626	approved; investigational	-474.749
Dalfampridine	DB06637	NC1=CC=NC=C1	https://go.drugbank.com/drugs/DB06637	approved	-663.089
Safinamide	DB06654	C[C@H](NCC1=CC=C(OCC2=CC(F)=CC=C2)C=C1)C(N)=O	https://go.drugbank.com/drugs/DB06654	approved; investigational	-562.25
Vilazodone	DB06684	NC(=O)C1=CC2=CC(=CC=C2O1)N1CCN(CCCCC2=CNC3=C2C=C(C=C3)C#N)CC1	https://go.drugbank.com/drugs/DB06684	approved	-420.001
Nitrous oxide	DB06690	[N-]=[N+]=O	https://go.drugbank.com/drugs/DB06690	approved; vet_approved	-590.217
Mepyramine	DB06691	COC1=CC=C(CN(CCN(C)C)C2=NC=CC=C2)C=C1	https://go.drugbank.com/drugs/DB06691	approved; vet_approved	-629.677
Xylometazoline	DB06694	CC1=CC(=CC(C)=C1CC1=NCCN1)C(C)(C)C	https://go.drugbank.com/drugs/DB06694	approved; investigational	-629.026
Artemether	DB06697	[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@H](OC)[C@@H]2C)O4	https://go.drugbank.com/drugs/DB06697	approved	-634.83
Betahistine	DB06698	CNCCC1=CC=CC=N1	https://go.drugbank.com/drugs/DB06698	approved; investigational	-708.711
Desvenlafaxine	DB06700	CN(C)CC(C1=CC=C(O)C=C1)C1(O)CCCCC1	https://go.drugbank.com/drugs/DB06700	approved; investigational	-717.411
Dexmethylphenidate	DB06701	[H][C@@](C(=O)OC)(C1=CC=CC=C1)[C@@]1([H])CCCCN1	https://go.drugbank.com/drugs/DB06701	approved; investigational	-632.623
Fesoterodine	DB06702	CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(OC(=O)C(C)C)C=CC(CO)=C1)C(C)C	https://go.drugbank.com/drugs/DB06702	approved	-715.427
Iobenguane	DB06704	NC(N)=NCC1=CC(I)=CC=C1	https://go.drugbank.com/drugs/DB06704	approved; investigational	-632.375
Isometheptene	DB06706	CNC(C)CCC=C(C)C	https://go.drugbank.com/drugs/DB06706	approved	-710.79
Levonordefrin	DB06707	C[C@H](N)[C@H](O)C1=CC(O)=C(O)C=C1	https://go.drugbank.com/drugs/DB06707	approved	-638.773
Lumefantrine	DB06708	CCCCN(CCCC)CC(O)C1=C2C(=CC(Cl)=C1)\C(=C/C1=CC=C(Cl)C=C1)C1=C2C=CC(Cl)=C1	https://go.drugbank.com/drugs/DB06708	approved	-179.806
Methacholine	DB06709	CC(C[N+](C)(C)C)OC(C)=O	https://go.drugbank.com/drugs/DB06709	approved; investigational	-635.819
Methyltestosterone	DB06710	[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C	https://go.drugbank.com/drugs/DB06710	approved	-662.165
Naphazoline	DB06711	C(C1=NCCN1)C1=CC=CC2=CC=CC=C12	https://go.drugbank.com/drugs/DB06711	approved; investigational	-636.696
Nilvadipine	DB06712	COC(=O)C1=C(NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C)C#N	https://go.drugbank.com/drugs/DB06712	approved; investigational	-633.102
Norelgestromin	DB06713	[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(C=C3CC[C@@]21[H])=NO	https://go.drugbank.com/drugs/DB06713	approved; investigational	-657.764
Propylhexedrine	DB06714	CNC(C)CC1CCCCC1	https://go.drugbank.com/drugs/DB06714	approved	-629.493
Fospropofol	DB06716	CC(C)C1=CC=CC(C(C)C)=C1OCOP(O)(O)=O	https://go.drugbank.com/drugs/DB06716	approved; illicit; investigational	-631.828
Fosaprepitant	DB06717	C[C@@H](O[C@H]1OCCN(CC2=NC(=O)N(N2)P(O)(O)=O)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F	https://go.drugbank.com/drugs/DB06717	approved	-601.708
Stanozolol	DB06718	[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC3=NNC=C3C[C@]12C	https://go.drugbank.com/drugs/DB06718	approved; vet_approved	-650.402
Lornoxicam	DB06725	CN1C(C(=O)NC2=CC=CC=N2)=C(O)C2=C(C=C(Cl)S2)S1(=O)=O	https://go.drugbank.com/drugs/DB06725	approved; investigational	-653.746
Sulfaphenazole	DB06729	NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=NN1C1=CC=CC=C1	https://go.drugbank.com/drugs/DB06729	approved	-630.817
Aceclofenac	DB06736	OC(=O)COC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl	https://go.drugbank.com/drugs/DB06736	approved; investigational	-706.158
Drotaverine	DB06751	CCOC1=C(OCC)C=C(\C=C2/NCCC3=CC(OCC)=C(OCC)C=C23)C=C1	https://go.drugbank.com/drugs/DB06751	approved; investigational	-514.161
Triclofos	DB06753	OP(O)(=O)OCC(Cl)(Cl)Cl	https://go.drugbank.com/drugs/DB06753	approved; withdrawn	-643.228
Beta carotene	DB06755	C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C	https://go.drugbank.com/drugs/DB06755	approved; nutraceutical	-503.524
Glycine betaine	DB06756	C[N+](C)(C)CC([O-])=O	https://go.drugbank.com/drugs/DB06756	approved; nutraceutical	-631.802
Pinacidil	DB06762	CC(N\C(NC#N)=N\C1=CC=NC=C1)C(C)(C)C	https://go.drugbank.com/drugs/DB06762	approved	-663.937
Tetryzoline	DB06764	C1CN=C(N1)C1CCCC2=CC=CC=C12	https://go.drugbank.com/drugs/DB06764	approved	-633.788
Alcaftadine	DB06766	CN1CCC(CC1)=C1C2=NC=C(C=O)N2CCC2=CC=CC=C12	https://go.drugbank.com/drugs/DB06766	approved	-623.015
Bendamustine	DB06769	CN1C(CCCC(O)=O)=NC2=CC(=CC=C12)N(CCCl)CCCl	https://go.drugbank.com/drugs/DB06769	approved; investigational	-490.104
Benzyl alcohol	DB06770	OCC1=CC=CC=C1	https://go.drugbank.com/drugs/DB06770	approved	-639.537
Besifloxacin	DB06771	N[C@@H]1CCCCN(C1)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1Cl)C(O)=O	https://go.drugbank.com/drugs/DB06771	approved	-632.74
Capsaicin	DB06774	COC1=C(O)C=CC(CNC(=O)CCCC\C=C\C(C)C)=C1	https://go.drugbank.com/drugs/DB06774	approved	-701.497
Carglumic acid	DB06775	NC(=O)N[C@@H](CCC(O)=O)C(O)=O	https://go.drugbank.com/drugs/DB06775	approved	-646.67
Chenodeoxycholic acid	DB06777	[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O	https://go.drugbank.com/drugs/DB06777	approved	-627.732
Desoxycorticosterone acetate	DB06780	[H][C@@]12CC[C@H](C(=O)COC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C	https://go.drugbank.com/drugs/DB06780	approved	-628.899
Difluprednate	DB06781	[H][C@@]12CC[C@](OC(=O)CCC)(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C	https://go.drugbank.com/drugs/DB06781	approved	-562.526
Dimercaprol	DB06782	OCC(S)CS	https://go.drugbank.com/drugs/DB06782	approved	-660.423
Halcinonide	DB06786	[H][C@@]12C[C@H]3OC(C)(C)O[C@@]3(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)CC[C@]12C	https://go.drugbank.com/drugs/DB06786	approved; investigational; withdrawn	-632.244
Hexocyclium	DB06787	C[N+]1(C)CCN(CC(O)(C2CCCCC2)C2=CC=CC=C2)CC1	https://go.drugbank.com/drugs/DB06787	approved	-627.807
Hydroxyprogesterone caproate	DB06789	[H][C@@]12CC[C@](OC(=O)CCCCC)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C	https://go.drugbank.com/drugs/DB06789	approved; investigational	-415.072
Lodoxamide	DB06794	OC(=O)C(=O)NC1=CC(=CC(NC(=O)C(O)=O)=C1Cl)C#N	https://go.drugbank.com/drugs/DB06794	approved	-628.968
Mafenide	DB06795	NCC1=CC=C(C=C1)S(N)(=O)=O	https://go.drugbank.com/drugs/DB06795	approved; vet_approved	-699.693
Mebutamate	DB06797	CCC(C)C(C)(COC(N)=O)COC(N)=O	https://go.drugbank.com/drugs/DB06797	approved	-649.023
Methylnaltrexone	DB06800	C[N@+]1(CC2CC2)CC[C@]23[C@H]4OC5=C(O)C=CC(C[C@@H]1[C@]2(O)CCC4=O)=C35	https://go.drugbank.com/drugs/DB06800	approved	-698.529
Nepafenac	DB06802	NC(=O)CC1=CC=CC(C(=O)C2=CC=CC=C2)=C1N	https://go.drugbank.com/drugs/DB06802	approved; investigational	-619.174
Niclosamide	DB06803	OC1=C(C=C(Cl)C=C1)C(=O)NC1=C(Cl)C=C(C=C1)[N+]([O-])=O	https://go.drugbank.com/drugs/DB06803	approved; investigational; vet_approved	-657.03
Phenyl aminosalicylate	DB06807	NC1=CC(O)=C(C=C1)C(=O)OC1=CC=CC=C1	https://go.drugbank.com/drugs/DB06807	approved	-641.256
Plerixafor	DB06809	C(N1CCCNCCNCCCNCC1)C1=CC=C(CN2CCCNCCNCCCNCC2)C=C1	https://go.drugbank.com/drugs/DB06809	approved	-628.439
Pralatrexate	DB06813	NC1=NC2=NC=C(CC(CC#C)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N=C2C(N)=N1	https://go.drugbank.com/drugs/DB06813	approved; investigational	-480.891
Protokylol	DB06814	CC(CC1=CC=C2OCOC2=C1)NCC(O)C1=CC=C(O)C(O)=C1	https://go.drugbank.com/drugs/DB06814	approved; vet_approved	-635.762
Pyrvinium	DB06816	CN(C)C1=CC2=C(C=C1)[N+](C)=C(\C=C\C1=C(C)N(C(C)=C1)C1=CC=CC=C1)C=C2	https://go.drugbank.com/drugs/DB06816	approved	-556.447
Raltegravir	DB06817	CN1C(=O)C(O)=C(N=C1C(C)(C)NC(=O)C1=NN=C(C)O1)C(=O)NCC1=CC=C(F)C=C1	https://go.drugbank.com/drugs/DB06817	approved	-558.81
Phenylbutyric acid	DB06819	OC(=O)CCCC1=CC=CC=C1	https://go.drugbank.com/drugs/DB06819	approved; investigational	-651.336
Sulconazole	DB06820	ClC1=CC=C(CSC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1	https://go.drugbank.com/drugs/DB06820	approved	-598.785
Sulfameter	DB06821	COC1=CN=C(NS(=O)(=O)C2=CC=C(N)C=C2)N=C1	https://go.drugbank.com/drugs/DB06821	approved	-633.164
Tiopronin	DB06823	CC(S)C(=O)NCC(O)=O	https://go.drugbank.com/drugs/DB06823	approved; investigational	-634.068
Triethylenetetramine	DB06824	NCCNCCNCCN	https://go.drugbank.com/drugs/DB06824	approved; investigational	-631.507
Unoprostone	DB06826	CCCCCCCC(=O)CC[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O	https://go.drugbank.com/drugs/DB06826	approved; investigational	-599.944
Viomycin	DB06827	[H][C@@]1(C[C@H](O)NC(=N)N1)[C@]1([H])NC(=O)\C(NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](CNC1=O)NC(=O)C[C@@H](N)CCCN)=C\NC(N)=O	https://go.drugbank.com/drugs/DB06827	approved	-628.558
Chloramphenicol succinate	DB07565	O[C@@H]([C@@H](COC(=O)CCC(O)=O)NC(=O)C(Cl)Cl)C1=CC=C(C=C1)[N+]([O-])=O	https://go.drugbank.com/drugs/DB07565	approved	-534.705
Flavone	DB07776	O=C1C=C(OC2=CC=CC=C12)C1=CC=CC=C1	https://go.drugbank.com/drugs/DB07776	approved; experimental	-628.665
Sulthiame	DB08329	NS(=O)(=O)C1=CC=C(C=C1)N1CCCCS1(=O)=O	https://go.drugbank.com/drugs/DB08329	approved	-655.465
Parecoxib	DB08439	CCC(=O)NS(=O)(=O)C1=CC=C(C=C1)C1=C(C)ON=C1C1=CC=CC=C1	https://go.drugbank.com/drugs/DB08439	approved	-634.726
Triclosan	DB08604	OC1=CC(Cl)=CC=C1OC1=C(Cl)C=C(Cl)C=C1	https://go.drugbank.com/drugs/DB08604	approved; investigational	-680.462
Salicylamide	DB08797	NC(=O)C1=CC=CC=C1O	https://go.drugbank.com/drugs/DB08797	approved	-638.257
Antazoline	DB08799	C(N(CC1=CC=CC=C1)C1=CC=CC=C1)C1=NCCN1	https://go.drugbank.com/drugs/DB08799	approved	-630.657
Dimetindene	DB08801	CC(C1=C(CCN(C)C)CC2=CC=CC=C12)C1=CC=CC=N1	https://go.drugbank.com/drugs/DB08801	approved; investigational	-637.118
Nandrolone decanoate	DB08804	[H][C@@]12CC[C@H](OC(=O)CCCCCCCCC)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]	https://go.drugbank.com/drugs/DB08804	approved; illicit	-468.179
Dichloroacetic acid	DB08809	OC(=O)C(Cl)Cl	https://go.drugbank.com/drugs/DB08809	approved; investigational	-633.187
Triflusal	DB08814	CC(=O)OC1=C(C=CC(=C1)C(F)(F)F)C(O)=O	https://go.drugbank.com/drugs/DB08814	approved; investigational	-649.404
Lurasidone	DB08815	[H][C@@]12[C@H]3CC[C@H](C3)[C@]1([H])C(=O)N(C[C@@H]1CCCC[C@H]1CN1CCN(CC1)C1=NSC3=CC=CC=C13)C2=O	https://go.drugbank.com/drugs/DB08815	approved; investigational	-606.208
Ticagrelor	DB08816	CCCSC1=NC2=C(N=NN2[C@@H]2C[C@H](OCCO)[C@@H](O)[C@H]2O)C(N[C@@H]2C[C@H]2C2=CC(F)=C(F)C=C2)=N1	https://go.drugbank.com/drugs/DB08816	approved	-644.555
Tafluprost	DB08819	CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\C(F)(F)COC1=CC=CC=C1	https://go.drugbank.com/drugs/DB08819	approved	-707.113
Ivacaftor	DB08820	CC(C)(C)C1=CC(=C(O)C=C1NC(=O)C1=CNC2=CC=CC=C2C1=O)C(C)(C)C	https://go.drugbank.com/drugs/DB08820	approved	-549.497
Azilsartan medoxomil	DB08822	CCOC1=NC2=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NOC(=O)N1)C(=CC=C2)C(=O)OCC1=C(C)OC(=O)O1	https://go.drugbank.com/drugs/DB08822	approved; investigational	-395.829
Ioflupane I-123	DB08824	[H][C@]12CC[C@]([H])([C@H]([C@H](C1)C1=CC=C([123I])C=C1)C(=O)OC)N2CCCF	https://go.drugbank.com/drugs/DB08824	approved	-632.621
Deferiprone	DB08826	CN1C=CC(=O)C(O)=C1C	https://go.drugbank.com/drugs/DB08826	approved	-631.642
Lomitapide	DB08827	FC(F)(F)CNC(=O)C1(CCCCN2CCC(CC2)NC(=O)C2=C(C=CC=C2)C2=CC=C(C=C2)C(F)(F)F)C2=CC=CC=C2C2=CC=CC=C12	https://go.drugbank.com/drugs/DB08827	approved; investigational	-135.959
Vismodegib	DB08828	CS(=O)(=O)C1=CC(Cl)=C(C=C1)C(=O)NC1=CC=C(Cl)C(=C1)C1=CC=CC=N1	https://go.drugbank.com/drugs/DB08828	approved; investigational	-546.934
Acetylcarnitine	DB08842	CC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C	https://go.drugbank.com/drugs/DB08842	approved; investigational	-623.517
Pitavastatin	DB08860	O[C@H](C[C@H](O)\C=C\C1=C(C2=CC=C(F)C=C2)C2=CC=CC=C2N=C1C1CC1)CC(O)=O	https://go.drugbank.com/drugs/DB08860	approved	-629.879
Rilpivirine	DB08864	CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1	https://go.drugbank.com/drugs/DB08864	approved	-654.773
Crizotinib	DB08865	[H][C@](C)(OC1=CC(=CN=C1N)C1=CN(N=C1)C1CCNCC1)C1=C(Cl)C=CC(F)=C1Cl	https://go.drugbank.com/drugs/DB08865	approved	-631.211
Ulipristal	DB08867	CN(C)C1=CC=C(C=C1)[C@H]1C[C@@]2(C)[C@@H](CC[C@]2(O)C(C)=O)[C@@H]2CCC3=CC(=O)CCC3=C12	https://go.drugbank.com/drugs/DB08867	approved	-638.478
Fingolimod	DB08868	CCCCCCCCC1=CC=C(CCC(N)(CO)CO)C=C1	https://go.drugbank.com/drugs/DB08868	approved; investigational	-710.05
Gabapentin enacarbil	DB08872	CC(C)C(=O)OC(C)OC(=O)NCC1(CC(O)=O)CCCCC1	https://go.drugbank.com/drugs/DB08872	approved; investigational	-625.988
Boceprevir	DB08873	[H][C@]12CN([C@H](C(=O)NC(CC3CCC3)C(=O)C(N)=O)[C@@]1([H])C2(C)C)C(=O)[C@@H](NC(=O)NC(C)(C)C)C(C)(C)C	https://go.drugbank.com/drugs/DB08873	approved; withdrawn	-630.633
Cabozantinib	DB08875	COC1=CC2=C(C=C1OC)C(OC1=CC=C(NC(=O)C3(CC3)C(=O)NC3=CC=C(F)C=C3)C=C1)=CC=N2	https://go.drugbank.com/drugs/DB08875	approved; investigational	-490.421
Ruxolitinib	DB08877	N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1	https://go.drugbank.com/drugs/DB08877	approved	-502.967
Teriflunomide	DB08880	C\C(O)=C(/C#N)C(=O)NC1=CC=C(C=C1)C(F)(F)F	https://go.drugbank.com/drugs/DB08880	approved	-654.827
Vemurafenib	DB08881	CCCS(=O)(=O)NC1=C(F)C(C(=O)C2=CNC3=NC=C(C=C23)C2=CC=C(Cl)C=C2)=C(F)C=C1	https://go.drugbank.com/drugs/DB08881	approved	-325.086
Linagliptin	DB08882	CC#CCN1C(=NC2=C1C(=O)N(CC1=NC3=C(C=CC=C3)C(C)=N1)C(=O)N2C)N1CCC[C@@H](N)C1	https://go.drugbank.com/drugs/DB08882	approved	-511.042
Perampanel	DB08883	O=C1N(C=C(C=C1C1=CC=CC=C1C#N)C1=NC=CC=C1)C1=CC=CC=C1	https://go.drugbank.com/drugs/DB08883	approved	-708.696
Icosapent ethyl	DB08887	CCOC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC	https://go.drugbank.com/drugs/DB08887	approved; investigational; nutraceutical	-508.625
Mirabegron	DB08893	NC1=NC(CC(=O)NC2=CC=C(CCNC[C@H](O)C3=CC=CC=C3)C=C2)=CS1	https://go.drugbank.com/drugs/DB08893	approved	-566.596
Tofacitinib	DB08895	C[C@@H]1CCN(C[C@@H]1N(C)C1=NC=NC2=C1C=CN2)C(=O)CC#N	https://go.drugbank.com/drugs/DB08895	approved; investigational	-629.849
Regorafenib	DB08896	CNC(=O)C1=CC(OC2=CC(F)=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1	https://go.drugbank.com/drugs/DB08896	approved	-562.483
Aclidinium	DB08897	OC(C(=O)O[C@H]1C[N+]2(CCCOC3=CC=CC=C3)CCC1CC2)(C1=CC=CS1)C1=CC=CS1	https://go.drugbank.com/drugs/DB08897	approved	-474.638
Enzalutamide	DB08899	CNC(=O)C1=C(F)C=C(C=C1)N1C(=S)N(C(=O)C1(C)C)C1=CC=C(C#N)C(=C1)C(F)(F)F	https://go.drugbank.com/drugs/DB08899	approved	-499.98
Ponatinib	DB08901	CN1CCN(CC2=CC=C(NC(=O)C3=CC(C#CC4=CN=C5C=CC=NN45)=C(C)C=C3)C=C2C(F)(F)F)CC1	https://go.drugbank.com/drugs/DB08901	approved; investigational	-704.53
Bedaquiline	DB08903	COC1=NC2=C(C=C(Br)C=C2)C=C1[C@@H](C1=CC=CC=C1)[C@@](O)(CCN(C)C)C1=CC=CC2=C1C=CC=C2	https://go.drugbank.com/drugs/DB08903	approved	-622.01
Formestane	DB08905	[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=C(O)C(=O)CC[C@]12C	https://go.drugbank.com/drugs/DB08905	approved; investigational; withdrawn	-652.191
Fluticasone furoate	DB08906	[H][C@@]12C[C@@H](C)[C@](OC(=O)C3=CC=CO3)(C(=O)SCF)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C	https://go.drugbank.com/drugs/DB08906	approved	-625.318
Canagliflozin	DB08907	[H][C@]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C1=CC=C(C)C(CC2=CC=C(S2)C2=CC=C(F)C=C2)=C1	https://go.drugbank.com/drugs/DB08907	approved	-631.358
